TranscriptID	XBE1	XBC1	XBE2	XBC2	XSE2	XSC2	XTE2	XTC2
GTX0536PRED_000285-T1	2.169	2.876	4.38	3.636	0	0	3.221	2.974
GTX0536PRED_000286-T1	4.687	5.98	7.464	7.055	2.373	3.435	7.213	5.028
GTX0536PRED_000287-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000287-T2	1.135	0.705	1.025	1.494	0	0	0.78	0.701
GTX0536PRED_000288-T1	7.165	7.529	9.389	10.233	2.309	3.232	7.423	7.019
GTX0536PRED_000289-T1	1.046	1.339	1.52	1.43	0.421	0.443	1.621	1.522
GTX0536PRED_000290-T1	0.002	0.011	0.02	0.005	0.001	0.001	0.003	0
GTX0536PRED_000291-T1	0.009	0.002	0.002	0	0.002	0	0.008	0.002
GTX0536PRED_000292-T1	0	0	0.015	0.013	0	0	0	0
GTX0536PRED_000293-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000293-T2	0	0	0.007	0	0	0	0	0
GTX0536PRED_000294-T1	4.31	5.293	4.74	4.222	0	0	1.349	1.593
GTX0536PRED_000295-T1	6.011	6.981	7.152	6.651	2.767	3.01	6.759	5.813
GTX0536PRED_000296-T1	0.071	0.052	0.079	0.089	0	0.025	0.077	0
GTX0536PRED_000297-T1	3.728	5.46	3.471	2.361	1.859	3.319	9.85	6.626
GTX0536PRED_000298-T1	12.462	10.581	15.487	13.681	3.906	5.125	11.488	8.705
GTX0536PRED_000299-T1	1.149	0.886	1.263	1.674	0	0.04	1.6	1.719
GTX0536PRED_000300-T1	1.741	2.04	2.076	1.079	0.449	0.427	1.076	1.12
GTX0536PRED_000301-T1	4.685	7.408	3.788	2.742	7.685	12.781	4.697	2.915
GTX0536PRED_000302-T1	6.477	7.743	5.113	4.723	2.764	3.702	6.257	8.244
GTX0536PRED_000303-T1	2.677	2.385	2.814	2.297	1.003	1.21	1.813	1.844
GTX0536PRED_000304-T1	26.838	30.764	28.989	34.185	6.592	12.73	24.191	14.895
GTX0536PRED_000305-T1	1.372	1.091	1.606	1.148	0.953	1.175	1.474	1.167
GTX0536PRED_000306-T1	1.314	1.316	1.081	1.47	1.284	1.699	1.453	0.743
GTX0536PRED_000307-T1	9.82	8.364	8.872	5.987	2.786	4.906	6.219	4.688
GTX0536PRED_000308-T1	7.757	7.341	4.477	4.624	1.899	1.549	7.584	10.713
GTX0536PRED_000309-T1	29.371	36.696	39.298	25.648	8.521	8.16	67.666	39.858
GTX0536PRED_000310-T1	2.296	2.11	3.143	2.69	0.725	0.973	1.923	1.987
GTX0536PRED_000311-T1	2.222	2.679	4.035	4.631	1.567	2.464	3.403	3.054
GTX0536PRED_000311-T2	0	0	0	0	0	0.053	0	0
GTX0536PRED_000312-T1	0.002	0.008	0	0	0	0.005	0.003	0.005
GTX0536PRED_000314-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000315-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000316-T1	0	0	0	0	0	0	0	0.02
GTX0536PRED_000317-T1	0	0	0	0	0.04	0.025	0	0
GTX0536PRED_000317-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000318-T1	1.365	1.575	0.784	0.696	0.528	0.524	1.179	0.916
GTX0536PRED_000319-T1	0.676	0.769	0.745	1.068	0.739	0.389	1.651	1.126
GTX0536PRED_000320-T1	9.057	6.528	7.28	6.721	1.392	2.025	7.06	5.912
GTX0536PRED_000321-T1	1.946	2.316	1.778	1.513	1.094	1.081	1.398	1.345
GTX0536PRED_000322-T1	3.186	4.135	3.971	3.141	0.595	0.5	3.546	2.11
GTX0536PRED_000323-T1	1.794	1.632	1.602	1.315	0.29	0.371	0.979	1.439
GTX0536PRED_000324-T1	127.655	126.088	92.848	65.798	40.131	57.089	82.84	61.034
GTX0536PRED_000324-T2	0.138	0.34	0	0.074	0	0	0.467	0.433
GTX0536PRED_000325-T1	0.883	0.811	0.909	0.997	0	0	0.963	0.482
GTX0536PRED_000325-T2	0	0	0	0	1.125	1.775	0	0.499
GTX0536PRED_000326-T1	0.926	0.618	1.307	0.613	0.272	0.349	0.587	0.736
GTX0536PRED_000326-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000327-T1	1.266	1.141	1.398	1.031	0.895	0.989	0.934	0.917
GTX0536PRED_000328-T1	0.834	1.038	1.701	1.417	0	0	2.107	0.53
GTX0536PRED_000329-T1	1.35	1.181	2.235	1.819	0.172	0.507	1.041	0.729
GTX0536PRED_000330-T1	0.658	0.654	0.923	0.654	0.592	0.954	0.667	0.815
GTX0536PRED_000331-T1	19.066	16.427	20.475	10.4	11.852	11.756	19.671	14.056
GTX0536PRED_000332-T1	25.165	22.996	30.004	18.644	12.524	14.523	24.85	18.997
GTX0536PRED_000333-T1	2.114	1.667	1.367	1.96	0.36	0.451	1.659	1.13
GTX0536PRED_000334-T1	1.327	1.425	1.004	1.388	0.147	0.348	0.207	1.305
GTX0536PRED_000334-T2	1.005	0	0.518	0	0	0	1.222	0.422
GTX0536PRED_000335-T1	0.853	1.153	1.156	1.1	0.459	0.52	0.63	0.636
GTX0536PRED_000336-T1	4.863	4.134	6.459	3.005	2.19	3.306	3.917	3.711
GTX0536PRED_000337-T1	1.003	0.879	1.762	1.446	0.203	0.563	1.137	1.389
GTX0536PRED_000338-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000338-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000338-T3	2.086	2.298	3.649	4.19	0.546	1.059	2.006	2.13
GTX0536PRED_000339-T1	1.972	2.042	1.951	1.247	0.623	1.473	1.944	1.194
GTX0536PRED_000340-T1	27	25.35	27.953	22.978	7.539	7.187	27.684	20.34
GTX0536PRED_000341-T1	2.541	2.066	3.398	3.319	1.255	1.106	3.358	1.714
GTX0536PRED_000342-T1	6.828	11.1	8.923	7.791	2.434	2.74	6.312	5.274
GTX0536PRED_000342-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000343-T1	0.384	0.395	0.467	0.244	0.514	0.627	0.194	0.477
GTX0536PRED_000344-T1	1.175	1.427	0.108	0.321	0	0	0.604	0.617
GTX0536PRED_000344-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000345-T1	3.51	3.461	2.87	2.854	1.041	1.853	4.007	2.801
GTX0536PRED_000346-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000347-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000348-T1	3.065	2.43	2.623	2.206	2.957	3.965	2.167	2.138
GTX0536PRED_000349-T1	0.996	2.234	2.047	2.215	0	0	2.391	1.665
GTX0536PRED_000350-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000351-T1	1.845	1.994	1.506	1.029	0	0.023	1.688	1.679
GTX0536PRED_000352-T1	0.736	0.75	0.73	0.629	0.399	0.534	0.403	0.467
GTX0536PRED_000353-T1	0.298	0	0	0.046	0	0	0	0
GTX0536PRED_000354-T1	0.643	0.819	0.728	0.572	0	0	0.073	0.089
GTX0536PRED_000355-T1	0	0.123	0.247	0	0	0	0.252	0.119
GTX0536PRED_000355-T2	0.678	0.636	0.351	0.486	0.051	0.058	0	0.103
GTX0536PRED_000356-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000356-T2	1.38	1.555	1.186	0.675	0.536	0.662	1.974	1.764
GTX0536PRED_000357-T1	0.366	0.902	0.48	0.564	0.554	0.582	1.294	0.735
GTX0536PRED_000358-T1	0.87	0.837	0.601	0.552	0.286	0.238	0.643	0.999
GTX0536PRED_000359-T1	4.44	4.365	4.099	2.763	1.987	2.405	3.559	2.349
GTX0536PRED_000360-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000360-T2	0.781	0.936	0.958	0.945	0.897	0.871	0.727	0.713
GTX0536PRED_000361-T1	0	0	1.161	0.907	0	0	0	0
GTX0536PRED_000362-T1	3.459	2.472	4.775	3.488	1.574	2.645	3.374	2.625
GTX0536PRED_000363-T1	0	0	0.045	0	0.031	0.011	0	0
GTX0536PRED_000364-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000365-T1	0.592	0.571	0.59	0.412	0	0	0.472	1.168
GTX0536PRED_000366-T1	1.301	1.731	1.617	1.291	0.627	0.681	0.928	1.063
GTX0536PRED_000366-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000367-T1	0.917	1.081	1.189	0.641	0.194	0.34	0.421	0.822
GTX0536PRED_000368-T1	14.46	12.24	23.995	19.567	6.335	7.488	24.91	12.581
GTX0536PRED_000369-T1	1.439	1.587	1.214	1.278	0.326	0.571	0.947	1.205
GTX0536PRED_000370-T1	6.089	4.643	5	4.376	4.403	4.002	3.823	3.521
GTX0536PRED_000371-T1	1.39	0.708	1.418	0.625	0.586	0.59	0.525	0.945
GTX0536PRED_000372-T1	0	0.152	0.101	0.426	0	0	0	0.096
GTX0536PRED_000373-T1	0.56	0.862	0.824	0.858	0.185	0.39	1.042	0.727
GTX0536PRED_000374-T1	2.062	1.05	1.988	1.639	0	0	1.549	1.136
GTX0536PRED_000375-T1	1.322	1.804	1.942	0.939	0.364	0.255	0.394	0.366
GTX0536PRED_000376-T1	4.711	6.282	6.791	8.194	1.804	2.31	4.268	5.371
GTX0536PRED_000377-T1	21.027	24.651	23.059	19.608	11.428	19.887	14.116	11.944
GTX0536PRED_000378-T1	4.744	5.109	4.112	4.639	0.701	0.841	2.909	3.286
GTX0536PRED_000379-T1	0	0	0	0	0	0	6.414	7.359
GTX0536PRED_000380-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000381-T1	0.047	0.051	0.103	0.088	0	0	0.05	0.082
GTX0536PRED_000382-T1	10.582	8.807	7.216	5.481	0	0	6.278	3.76
GTX0536PRED_000382-T2	0	0	0	0	0.174	0.122	0	0
GTX0536PRED_000383-T1	0.084	0.184	0.251	0.236	0	0	0.154	0.215
GTX0536PRED_000384-T1	1.42	1.164	0.945	0.954	0.588	0.549	1.133	0.795
GTX0536PRED_000385-T1	1.641	1.606	2.447	2.722	0.895	1.149	1.375	1.139
GTX0536PRED_000386-T1	0.434	0.746	0.555	0.383	0.729	0.767	0.598	0.544
GTX0536PRED_000387-T1	2.03	1.151	1.518	1.074	0.105	0.033	0.284	0.156
GTX0536PRED_000388-T1	0.545	0.257	1.669	0.941	0.692	0.969	1.126	1.422
GTX0536PRED_000389-T1	2.089	1.197	1.995	1.531	1.482	2.715	0.754	1.276
GTX0536PRED_000390-T1	0.352	0.208	0.208	0.213	0.95	0.71	0	0.239
GTX0536PRED_000391-T1	80.448	53.487	38.472	24.239	28.256	34.06	35.346	27.172
GTX0536PRED_000392-T1	0.162	0.021	0.216	0.135	0.024	0.045	0.077	0.04
GTX0536PRED_000393-T1	4.634	2.529	2.327	1.802	0	0	7.468	4.367
GTX0536PRED_000394-T1	9.174	11.596	12.635	13.15	3.335	7.008	9.101	8.195
GTX0536PRED_000395-T1	1.454	1.618	2.103	1.365	0.814	0.699	1.365	1.479
GTX0536PRED_000396-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000397-T1	0.217	1.036	0.477	0.202	0	0	0	0
GTX0536PRED_000398-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000399-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000400-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000401-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000402-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000403-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000403-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000404-T1	0.488	0.657	0.837	0.456	0.054	0.028	0.349	0.37
GTX0536PRED_000405-T1	0	0.029	0	0.024	0	0	0	0
GTX0536PRED_000406-T1	0.451	0.662	7.864	5.449	3.828	4.106	5.756	2.376
GTX0536PRED_000407-T1	0.855	1.547	1.682	1.795	1.33	1.652	1.179	0.768
GTX0536PRED_000408-T1	0	0	0	0	0	0	0	0.022
GTX0536PRED_000409-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000410-T1	2.895	2.821	2.943	1.804	0.527	0.72	2.649	2.222
GTX0536PRED_000411-T1	0	0	0	0	0	0	0.025	0
GTX0536PRED_000412-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000413-T1	0	0	0	0	0	0	0.1	0
GTX0536PRED_000414-T1	1.544	1.525	1.231	0.965	0.664	1.192	1.168	1.126
GTX0536PRED_000415-T1	2.812	2.644	3.678	3.692	2.639	2.805	3.268	2.763
GTX0536PRED_000416-T1	1.304	1.293	1.391	1.241	0.064	0.312	1.354	0.922
GTX0536PRED_000417-T1	32.268	29.949	39.934	30.874	0	0	24.339	16.568
GTX0536PRED_000418-T1	1.484	1.406	2.114	1.873	0.982	0.882	1.35	1.149
GTX0536PRED_000419-T1	3.122	2.132	1.993	1.413	0.84	1.149	1.504	1.304
GTX0536PRED_000420-T1	0.746	1.142	0.964	1.209	1.09	0.506	2.677	2.07
GTX0536PRED_000420-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000421-T1	1.62	1.547	1.217	1.221	0.619	0.811	1.489	0.979
GTX0536PRED_000422-T1	0	0	0	0	0.506	0.704	0.374	1.754
GTX0536PRED_000423-T1	2.661	2.377	3.802	1.674	0.47	0.796	3.731	2.736
GTX0536PRED_000424-T1	1.333	1.948	1.493	0.819	1.302	1.348	1.23	0.723
GTX0536PRED_000425-T1	0.204	0.139	0.231	0.171	0.143	0.15	0.092	0.247
GTX0536PRED_000426-T1	1.218	1.239	1.851	1.491	0.718	0.688	1.419	1.367
GTX0536PRED_000427-T1	3.999	3.127	4.441	4.431	1.484	1.559	3.362	3.988
GTX0536PRED_000428-T1	0	0.042	0.085	0.072	0	0	0	0.282
GTX0536PRED_000429-T1	0.073	0	0.096	0.014	0	0	0.047	0.031
GTX0536PRED_000430-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000431-T1	0.618	0.991	0.611	0.372	0.039	0.097	0.198	0.313
GTX0536PRED_000432-T1	0.086	0	0	0	0	0	0	0
GTX0536PRED_000433-T1	2.845	2.498	3.037	2.234	1.014	1.185	2.564	1.741
GTX0536PRED_000434-T1	1.478	1.103	0.408	0.677	1.153	1.746	0.548	1.316
GTX0536PRED_000434-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000434-T3	0	0	0	0	0	0.038	0	0
GTX0536PRED_000435-T1	0	0	0	0	0.033	0	0.053	0.209
GTX0536PRED_000436-T1	1.967	2.263	2.899	2.101	0.456	0.655	2.478	3.274
GTX0536PRED_000437-T1	0.187	0	0	0	0	0	0	0
GTX0536PRED_000438-T1	0	0	0	0	0	0	0	0.076
GTX0536PRED_000439-T1	5.136	7.972	5.74	5.386	1.805	2.081	5.452	4.046
GTX0536PRED_000440-T1	6.903	6.295	7.079	6.125	1.03	0.448	5.511	4.509
GTX0536PRED_000441-T1	4.555	5.226	4.59	4.516	2.253	3.602	4.678	3.056
GTX0536PRED_000442-T1	4.239	5.014	4.548	2.773	1.073	2.329	4.806	2.857
GTX0536PRED_000443-T1	1.651	1.273	1.289	1.256	0.337	0.448	1.218	1.066
GTX0536PRED_000444-T1	5.608	4.602	4.112	3.684	0.398	0.989	2.043	2.652
GTX0536PRED_000445-T1	1.293	1.322	1.728	1.23	0.724	0.799	1.741	1.396
GTX0536PRED_000446-T1	1.713	2.97	1.888	1.14	0	0	1.476	0.953
GTX0536PRED_000447-T1	0.146	0.064	0.34	0.22	0	0	0.315	0.185
GTX0536PRED_000448-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000449-T1	0	0	0	0	0	0	0	4.599
GTX0536PRED_000450-T1	0.302	0.5	0.533	0.394	0	0	3.886	2.064
GTX0536PRED_000450-T2	0	0.045	0.18	0.038	0	0.029	0	0.345
GTX0536PRED_000451-T1	7.125	6.798	6.857	5.622	4.567	5.432	5.451	5.603
GTX0536PRED_000452-T1	2.647	2.004	2.941	1.528	0.628	0.641	2.966	2.806
GTX0536PRED_000453-T1	2.042	1.847	3.451	2.654	1.597	1.443	1.997	2.932
GTX0536PRED_000454-T1	1.631	2.163	2.583	1.92	0.332	0.458	1.482	1.166
GTX0536PRED_000455-T1	4.707	5.016	4.628	4.105	1.018	1.071	4.996	4.84
GTX0536PRED_000456-T1	0.388	0.542	0.485	0.992	0.257	0.513	0.556	0.136
GTX0536PRED_000457-T1	2.324	2.373	3.127	2.495	0.751	0.618	3.74	2.715
GTX0536PRED_000458-T1	0.599	0.293	0.538	0.582	0	0	0.286	0.187
GTX0536PRED_000459-T1	0.603	0.58	0.631	0.649	0.429	0.463	1.17	0.979
GTX0536PRED_000460-T1	0	0	0	0	0	0	0	0.093
GTX0536PRED_000461-T1	4.346	4.015	4.526	4.236	2.426	3.36	2.946	3.14
GTX0536PRED_000462-T1	0.654	0.61	0.613	0.974	0.515	0.62	8.653	6.896
GTX0536PRED_000462-T2	0	0	0	0	0	0	0.198	0.106
GTX0536PRED_000463-T1	10.171	11.484	10.354	9.312	0	0	6.166	8.629
GTX0536PRED_000464-T1	0.059	0.054	0.098	0.093	0	0.165	0.106	0.094
GTX0536PRED_000465-T1	12.193	13.78	15.618	10.774	0	0	17.099	10.568
GTX0536PRED_000465-T2	0	0.177	0	0	0	0	0	0
GTX0536PRED_000466-T1	1.448	1.322	2.215	1.085	1.012	1.247	0.871	0.886
GTX0536PRED_000467-T1	2.019	1.819	1.418	1.338	0.177	0.263	1.066	0.886
GTX0536PRED_000468-T1	24.909	26.858	31.377	25.428	16.362	18.145	22.881	12.944
GTX0536PRED_000469-T1	1.273	0.669	0.796	0.628	0.321	0.465	0.858	0.294
GTX0536PRED_000469-T2	0.094	0.959	0.173	0.074	0	0	0	0.125
GTX0536PRED_000470-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000471-T1	0.941	0.572	0.518	0.44	0.074	0	0.399	0.468
GTX0536PRED_000472-T1	0	0	0.148	0	0.022	0.012	0	0
GTX0536PRED_000473-T1	2.805	2.711	3.2	3.498	0	0	4.095	3.605
GTX0536PRED_000473-T2	0.762	0.546	1.444	0.29	0	0	0.241	0.882
GTX0536PRED_000474-T1	0.373	0.506	0.664	0.751	0.512	0.03	1.139	0.873
GTX0536PRED_000475-T1	1.419	1.108	1.107	1.189	0.729	0.979	1.237	1.146
GTX0536PRED_000476-T1	0.567	0.188	0.338	0.161	0.018	0.019	0.319	0.295
GTX0536PRED_000477-T1	1.44	1.261	1.092	1.193	0.862	1.29	0.97	0.953
GTX0536PRED_000478-T1	2.121	1.837	1.617	1.795	1.388	2.542	1.502	2.087
GTX0536PRED_000479-T1	0	0	0	0	0	0	0	0.206
GTX0536PRED_000479-T2	0	0	0	0	0.25	0.307	0	0
GTX0536PRED_000480-T1	0	0	0	0	0	0.016	0	0.016
GTX0536PRED_000481-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000482-T1	3.531	6.423	2.256	1.068	1.013	1.192	4.443	2.912
GTX0536PRED_000483-T1	0.309	0.264	0.322	0.177	0	0.108	0.184	0.398
GTX0536PRED_000484-T1	1.622	2.004	1.567	2.777	0.72	1.204	1.597	1.905
GTX0536PRED_000485-T1	0.264	0.124	0.025	0.035	0.15	0.213	0.13	0.287
GTX0536PRED_000486-T1	0.766	1.166	0.476	0.405	0.097	0.082	0.295	0.207
GTX0536PRED_000487-T1	1.58	1.862	1.741	2.007	0	0	1.502	1.447
GTX0536PRED_000488-T1	1.088	1.175	1.014	0.837	0.094	0.079	0.895	0.9
GTX0536PRED_000489-T1	1.04	0.864	0.844	0.499	0.032	0.156	0.719	0.538
GTX0536PRED_000489-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000490-T1	3.635	2.364	3.394	3.885	1.684	2.063	4.448	3.644
GTX0536PRED_000491-T1	3.83	3.169	4.004	4.674	0	0	3.029	2.082
GTX0536PRED_000492-T1	1.174	1.068	0.792	0.684	0.618	0.784	0.563	0.657
GTX0536PRED_000493-T1	0.278	0.691	0.609	0.958	0	0	0.223	0.932
GTX0536PRED_000494-T1	1.809	1.718	1.639	1.893	0	0	1.125	0.902
GTX0536PRED_000495-T1	2.643	3.197	2.729	2.379	1.545	2.341	2.539	2.311
GTX0536PRED_000496-T1	1.524	0.805	1.3	0.952	0.121	0.17	0.916	0.748
GTX0536PRED_000497-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000498-T1	0.66	0.992	0.329	0.276	0	0	0.192	0.186
GTX0536PRED_000499-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000500-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000501-T1	0	0	0	0	0	0	0.068	0.198
GTX0536PRED_000502-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000503-T1	0.589	0.754	0.46	0.509	0.097	0.119	0.29	0.16
GTX0536PRED_000504-T1	0.433	0.087	0.326	0.314	0.117	0.144	0.275	0.062
GTX0536PRED_000505-T1	2.468	2.505	2.659	1.588	2.064	2.313	1.912	1.496
GTX0536PRED_000506-T1	2.371	1.933	2.256	1.721	0.232	0.152	1.538	2.055
GTX0536PRED_000507-T1	1.058	0.683	1.039	0.904	0.775	1.151	0.568	0.846
GTX0536PRED_000508-T1	0.875	0.424	0.382	0.484	0.048	0.025	0.432	0.178
GTX0536PRED_000509-T1	2.562	1.924	2.303	2.025	1.072	1.699	2.602	1.949
GTX0536PRED_000510-T1	5.666	1.756	2.329	4.64	0	0	3.619	3.315
GTX0536PRED_000511-T1	3.103	5.725	4.068	2.841	1.492	1.907	2.758	2.911
GTX0536PRED_000512-T1	0	0.129	0.048	0.069	0	0	0.016	0.108
GTX0536PRED_000513-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000514-T1	0.929	1.097	0.552	0.714	0.03	0.053	0.897	1.01
GTX0536PRED_000515-T1	8.806	7.548	9.549	6.15	0	0	6.933	4.659
GTX0536PRED_000516-T1	3.609	3.24	4.638	3.893	2.495	3.702	3.302	2.483
GTX0536PRED_000517-T1	0	0	0	0	0.277	0.371	0	0
GTX0536PRED_000517-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000518-T1	0.941	0.94	1.186	0.876	0.915	0.807	0.868	0.633
GTX0536PRED_000519-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000520-T1	0.246	0.221	0.172	0.126	0.598	1.282	0.312	0.752
GTX0536PRED_000521-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000522-T1	0.231	0.318	0.34	0.181	0.038	0	0.021	0.122
GTX0536PRED_000523-T1	5.836	3.577	3.931	2.304	0.124	0.152	3.021	2.039
GTX0536PRED_000524-T1	1.688	1.216	1.235	1.255	0.579	0.741	0.956	1.204
GTX0536PRED_000525-T1	0.477	0.886	0.508	0.571	0	0	0.459	0.468
GTX0536PRED_000526-T1	2.942	3.944	5.628	3.46	1.076	1.248	3.023	3.405
GTX0536PRED_000527-T1	57.767	38.19	34.748	33.006	0	0	36.929	23.056
GTX0536PRED_000528-T1	54.726	66.609	40.289	35.574	18.494	25.759	42.205	33.219
GTX0536PRED_000529-T1	51.774	68.622	66.26	56.696	31.499	43.662	47.828	31.79
GTX0536PRED_000530-T1	2.164	2.297	1.677	1.633	1.05	1.301	1.335	1.458
GTX0536PRED_000531-T1	27.888	29.389	43.62	44.093	8.928	10.08	32.111	23.03
GTX0536PRED_000532-T1	1.231	1.118	1.524	1.349	0.639	0.448	1.947	1.353
GTX0536PRED_000533-T1	0	0	0	0	0	0	0.049	0.668
GTX0536PRED_000534-T1	0.439	0.338	0.505	0.157	0.455	0.552	0.17	0.167
GTX0536PRED_000535-T1	0.094	0.207	0.864	0.557	0.808	1.404	0.707	0.197
GTX0536PRED_000536-T1	0.92	1.148	1.972	1.659	0.685	0.61	1.349	0.95
GTX0536PRED_000537-T1	225.131	221.803	157.074	101.951	86.287	101.902	128.113	119.179
GTX0536PRED_000537-T2	0	0	0	0	1.023	0	0	0
GTX0536PRED_000538-T1	0.953	0.759	1.077	1.072	0.153	0.126	1.131	0.81
GTX0536PRED_000539-T1	2.735	2.637	2.678	2.481	1.299	1.945	2.041	2.303
GTX0536PRED_000540-T1	79.33	71.821	93.422	78.582	62.652	86.558	47.167	41.6
GTX0536PRED_000541-T1	0.521	0.678	0.78	0.79	0	0	0.507	0.935
GTX0536PRED_000542-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000543-T1	0	0.192	0	0.214	0	0	0	0.481
GTX0536PRED_000544-T1	0.477	0.926	0.649	0.288	0	0	0.391	0.235
GTX0536PRED_000545-T1	3.108	2.998	2.383	2.081	0.217	0.389	1.568	1.676
GTX0536PRED_000546-T1	8.519	7.08	12.291	6.912	10.479	8.771	6.542	4.841
GTX0536PRED_000547-T1	1.537	1.61	1.566	1.325	0.629	0.622	1.807	0.861
GTX0536PRED_000548-T1	0	0	0	0	0	0	0	0
GTX0536PRED_000548-T2	0	0	0	0	0.022	0.088	0	0
GTX0536PRED_000548-T3	0.237	0.122	0.111	0.109	0	0	0.119	0.128
GTX0536PRED_000549-T1	1.22	2.365	0.906	0.744	0.346	0.464	1.309	0.946
GTX0536PRED_000549-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000549-T3	0	0	0	0	0	0	0	0
GTX0536PRED_000550-T1	0.007	0.005	0.009	0.007	0.002	0.002	0.016	0.011
GTX0536PRED_000550-T2	3.26	2.442	2.309	2.672	1.702	1.935	3.708	2.675
GTX0536PRED_000551-T1	24.451	21.712	27.933	18.051	7.202	7.647	23.286	17.789
GTX0536PRED_000552-T1	0.012	0	0.013	0.033	0	0	0	0.037
GTX0536PRED_000553-T1	5.41	4.914	4.618	6.446	2.366	3.468	5.039	5.621
GTX0536PRED_000554-T1	1.695	1.519	4.308	1.179	0	0	2.851	1.302
GTX0536PRED_000555-T1	0.403	0.32	0.667	0.252	1.155	2.29	2.068	1.036
GTX0536PRED_000556-T1	3.194	4.552	2.856	2.178	0	0	2.781	2.335
GTX0536PRED_000557-T1	0.544	0.344	0.644	0.529	0.318	0.352	0.497	0.448
GTX0536PRED_000558-T1	0.65	0.743	1.102	1.029	0.743	1.069	1.771	1.339
GTX0536PRED_000559-T1	0.36	0.882	0.836	0.446	0.513	0.415	0.643	0.668
GTX0536PRED_000560-T1	2.622	2.164	2.445	1.863	0.875	1.55	1.488	1.932
GTX0536PRED_000561-T1	3.249	3.76	3.342	3.242	0.692	1.104	5.243	3.665
GTX0536PRED_000562-T1	5.231	8.608	6.076	5.31	6.206	7.136	8.999	6.968
GTX0536PRED_000563-T1	2.378	1.165	1.565	2.135	0.833	0.793	2.253	1.787
GTX0536PRED_000564-T1	1.905	1.968	1.405	0.971	0.172	0.168	0.768	1.301
GTX0536PRED_000565-T1	1.019	1.224	1.29	0.869	0	0	0.684	0.809
GTX0536PRED_000565-T2	0.023	0	0	0.227	0.594	0.668	0.733	0
GTX0536PRED_000566-T1	213.402	233.122	181.888	123.687	12.523	18.835	132.823	93.574
GTX0536PRED_000567-T1	12.548	16.994	12.434	13.009	0.506	0.88	15.642	13.06
GTX0536PRED_000568-T1	1.019	0.775	0.808	0.825	0.281	0.358	7.396	4.633
GTX0536PRED_000569-T1	0	0.363	0.215	0.068	0	0	0	0.319
GTX0536PRED_000570-T1	0.804	0	0.153	0	0	0	0	0
GTX0536PRED_000571-T1	2.422	1.568	2.228	1.171	0	0	1.161	1.075
GTX0536PRED_000572-T1	0.433	0.858	0.927	0.525	0.24	0.258	0.644	0.637
GTX0536PRED_000572-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000572-T3	0.509	0	0	0	0.202	0.208	0.274	0
GTX0536PRED_000573-T1	221.777	262.702	169.098	85.214	117.951	152.928	119.873	121.282
GTX0536PRED_000574-T1	1.226	1.118	1.098	1.203	0.661	0.759	1.158	1.149
GTX0536PRED_000574-T2	0	0	0	0	0	0	0	0
GTX0536PRED_000574-T3	0.068	0	0.075	0	0	0	0	0
